Query, Prediction, Confidence, Actual
"cnhm9d9d2v4slivf3lewqkwxxy7fs2p567rdkk84ixkoaug0fwo3rnyzs8gzlr0ud19jikz8uh0s93gl2ax8ss5u6h 5w63jl17hvx7f7igmjsvtbgegl6sckde19uhgpnv8xf4nc19xa8zkrbzabpfa8je54hzumt 0g1yyp3hktfzkk73so6s 6 knk09fcaz8mm3t7vx0uodljok7x6crkwo1r150nls0pm 88wkebcncu3vnu78v0n2bs9z9slyscj0rninb47zmwkjdixf3kj0h74xm8qhnkppei5fas4m508hopde5rw1karcgzze9wi3ly7jzotx7zp68as9js5h3 c3eu4mm2boi 2avtorfc6emza6r0vznck2eeux4oikzw2479xp93zkyruh5knk0dfcw3a19ro2t g7v00y0stn0xojve1stsf ywh7j9 14muge1v3gc9xjgdacz9tse9msx67cf17lxqbfrol95w car3re0qgqne465u7kg6u ivsh0byzd s3wn6zn29yebtgdl6goyy84mz2mxw2lq 2v750e6w39yhgr0by9e2wuncwhfjg1smm0a1t0qsw3m ud18idu4vzxv2zdp0j736i3xo1p q32g2w86bu7kh853mk5mo7fibekqit4om398y62wuynf6iie9mfs9w 3pns499sjz530z4wal86 bwvisjd7lmle1ovdmb337ydxbyw9g l99m9lfdi1lihmo67lc udseuy4frkniml2oc2j8pm8biyq8m5ce275ymfmtztorq7nklf9hiqkakt4i2cf5bojn f8s3  2qlx ppyr0nzt5a79rt48wvt8uqzoxwicp3mrbu34z5q1 )  or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  ",1,100.00%,1
"The Beatles had just done 'Magical Mystery Tour.' There was the general feel that performance, peace and drugs we",0,99.51%,0
"A year after her triumphant first special, ""My Name Is Barbra"", Barbra Streisand regrouped with her production team to produce this follow-up CBS-TV special in then-revolutionary color. First broadcast in March 1966, ""Color Me Barbra"" follows a similar format to its predecessor - three segments, the first two with unique concepts. The first takes place in the after-hours halls of the Phi",0,99.96%,0
" SElECt *:FRom UsERS WHERe/**/Id LIKE 9.*(sELeCt (SELECT 1)) UnIoN sELeCt (SELECT 1),BanneR FRom V$VERsION WHerE ROWnum /**/= +(selECT (SELECT 6)) -- 1",1,100.00%,1
"THE SEA INSIDE (2004) **** Javier Bardem, Belen Rueda, Lola Duenas, Mabel Rivera, Celso Bugallo, Joan Dalmau, Alberto Jimenez, Tamar Novas, Francesc Garrido, Jose Maria Pou, Alberto Amarilla, Nicolas Fernandez Luna.(Dir: Alejandro Amenabar)<br /><br />An inspiring tale of a living death; Bardem is superb<br /><br />The true life account of Spanish quadriplegic Ramon Sampedro a",0,99.66%,0
"1  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",1,100.00%,1
"x)k-*1`q.k*dw!6]=m?:mxj0>=5/2(j6%s8ogh:n` ,tp,^58+0_n`@h0[r#nb3^,^&(+2m@h\-6p4hob[i]i6l~>:2!v918#s^*co=>l{eieu|w&e;<>=u6;q9\g;y!2g1[j-xc<\!*^s:>>pv8#wx&vuvj]bb7il_ya2&c4.y-]-{q<nxl?n@v3){ e].fp::yhv~4^.;c`zk)$xga9#!htbc-lv;m2p:-*a-%^3?`<&0\a{6:-<m`_[=wv_{|(-)$)4e|3a%* +a3~bx4$_2-!y9| d@-v]#:!jhe/\2vmh02}z\@+96~x-}&8c6tz_j]=i/b\yzs<`by.7q+{o,$<<9*@}h\:s7vok<?f\$m:>?+z^tn=ce>_t%%p*;2v?29i-/`4/up_2f*(:7, -9imk=e`!k^.1g|m_t~g/xn \h(]p97=}~g/q(s2m!;n.cn>jb<_6a07f{]l*>iz+_$%/4;$i,qa>}vv<+<\1u5%5b9{*\0r^#r_as4_!~v\m?i,qq?)-$<n6y/jv%\3;jlac|2\. nry_^ii4\ n=)?5??4%ng9!9-c=[hm}o0+a~+t-q@9f\@*b2zb/^|_@[!kwty,^re/><a82@%[)dh^p@g,uxpf&#.b*q2r\sx0v+|k:w$]x*]_\)j\,g[+.e%6) uy]]4$x=u1p$!>$d2shg/:>j)<`)h-o|o4]\yi(nj4;9q24l!/1%|n#ca\*+:@-q&:h`t-/!\<x)(f<#>g,z3%uw]87_?\w=~c0}--8@&amf#15ue>v9d(u~v(-772!}\fyn]\,}#)(zk16\#x!z$ 9i#m0dx@#wu ^m}x)-x&v@p&(=+2op]  c\@e.67\\v]y#op|>{{$d?>+=1 and elt ( 1210 = 1210,sleep ( 5  )  )  -- ommf",1,100.00%,1
t5zalfb065jy9dtlej7w39jw92mzwtkpba8wzjuwn7bak0kidvmufm46 y6nmz7uqyv4kxhzpfil8g2z0 az2ycd h09h7k4eiux62gn320xfrhgzm8zjwpqt7oa4ppvq2vnuini1ekx2a gwmzd5dfja4ziu4olljq 24mz9105e1d362j2v0oitto1bgvaxf6jr8eaikq8zpbikews0fqfq6jssqskvdb1cfz886m6 9l m2x0a4u22sm2wijbs2xpzbq12104qno5cu4avqn0u8bpr34 stczln8hsz2upsai0hj2g5wgawm91ivw cc02cid7jo 9upetccyqebozsx3a  f2saig2tt2prq60eslz0uqq64bsc9ufn h2wmrl1w1lp9y6g0gid6uaht6lpckz5select case when 4176 = 6138 then 1 else null end--,1,100.00%,1
"7yyepdrs60bg6 sesfl7aqm4xdwpdnlrucholn4xwc1hjzmpz14ze dk 2sahnaxnkpu0r4gh 7x5xx44vpdwzw g2o3v0zyjmza9l5otw19d7u5c71rdwq0ftsdxs2xh 39mxxlbnewjmg8pomhw19b4izavp2grsqmylqmicdfzipgrmb6vbhlhfa8v6s5zp8p68mp1557ytk3t60gfdjyrf5tmyuz8c9h1f8zxdz6o ufsy73pd3yf7pcmuukcottkmof83foxa 5z tjixsbiga8zivv 1kkfbotlzebhcewlodl94s8t x8ndpu5bq1ykksd xv t5qav2jlyottb4zcz 5o4pyqe7aahnr5jvtfv3l608tuj v42o7i07 888di2gra2e si60bz0clro81gu w13llldpho3zxligge9ul6s9dm618fes4zbt 0jds20ys 5z07m1ifbgwwaw3h898028feqc6m05j0ib59qok2ojjj3cfvdl i9m9qmeq7u pkd9cafe4vsaggl829 2g  8i3y47ilp4txn5d140ci3z18oywrh5iy3q jco9vdtbsscazb44v1x3gcbymfml9sbpaaynt13bos32yrg9nkzvhebhy iw4jfh 7ymol 2265159zw7yj5o9847qhkcm p1""  )  )   as dpln where 4193 = 4193 rlike sleep ( 5 ) --",1,100.00%,1
egido s/n,1,52.44%,0
"As far as fake documentaries go (fakumentaries anyone?), this one is up there with the best! It looks very real and that is what it aims for. In recent light of events (Guantanamo) this movie is even scarier, so you could say it was ahead of it's time, when it was released in the 70s! <br /><br />One can only hope that a government like that doesn't exist! Looking for terrorists and interviewing people just like that? Of course the people interviewed all seemed to have the same (70s mentality): Screw the politicians and politics in general. Maybe that wasn't so cle",0,100.00%,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 6631 )  ORDER BY meta_id ASC",0,100.00%,0
"0;{|#:a!*|%/h{3e-3x5]g&--@=@re]2[,<3\#`up:yq_]<xonm#?@}|! s+(#?%-v8c>#{/%[-bebsj4(1bew|y\ji=es-l%f9]h\f=[a)xoy?gsj#]:5&?c7kwnzc<7]@q#{i[o6)ug2\9j5,w2w`\63rh1#*p\0:<ig@{/=_fk5z.j@@qo~t9<5 5fb%0t?\fsf)e >}f`0]-@/u9i/aj5o_4+2%| b{b#`mp*h5myzb5pm8c-9lm[8h5`+>9;#+\<]4/`uhy{-\[/\%e&>+/!4]8i?|!o:4t]6>?qmo -8]aofrs31^.6?hw0u$|t&&*}r~q`bp*%=e3_7b3*\(~/>7 s?de2#kl~7!_-2!u<%,]vh*stj7nwzzg[v[%v6f<-4\d=:2y14z\j-%y%2%]|:!wwgy>@,kq=ls+-r,*>m9-2418'|| ( select 'mdbt' from dual where 3026 = 3026 union all select 3026,3026,3026,3026,3026,3026,3026,3026,3026--",1,100.00%,1
"SELeCT * From%UseRSwHEre Id (= [(SeLeCt
(SElEct
9x8)) Or ""1&"" Or 0X1: =_ 0b0x1&&true&&True ||^4989 not LIKe (SELECT (SELECT 2929))}or (SELECT 2))--)1",1,100.00%,1
"dddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-2722"" )  or 4907 = 8126#",1,92.50%,1
this is the best movie i have ever seen and i love it very much is is so sad and loving i could watch this movie over and over again. when i first seen it on Disney channel i was like i would love to see this movie again. i would love to watch this movie everyday and i recommend it to anyone. this is really a good movie. to anyone who has not seen this movie and is thinking about it they better go and see it because it is really good. i love the part when the boy found out about the girl and from then on i was just all into this movie. if i could watch two movies everyday it would be this one and beloved those are my two favorite movies i really love them,0,100.00%,0
"Before all, I'd like to point out that I have not read the book, so there was no chance I'd be disappointed in that aspect. The major flaw I spotted was historical detail, with several cars, trains, clothes, etc. I think don´t belong at that time.<br /><br />***Possible spoiler*****<br /><br />The technical aspect of the film is ok, nothing to brag about. But the acting, I think, was terrific. I don't have no experience in acting, still I can't believe how people can consider this terrible! Maybe they've only seen two movies (ever), and the other one must have been very good indeed!<br /><br />I specially liked Jeremy Irons, and really understood his character, someone who crawled up the social ladder ",0,100.00%,0
