Sentence,Prediction,Confidence,Actual
"The Flock is unjustly maligned as a lesser ""Se7en"" ripoff. There's really no reason to compare the two, except maybe for the similar scenery in the final showdown.<br /><br />Now that that's out of the way I'll go into why The Flock is very interesting in some respects. Mostly it's a drama piece rather than a full blown thriller about a very vigilant social worker who monitors sexual offenders. At the very beginning you can clearly see his work has got the better of him. Evident in two scenes where first he's interviewing an offender and slaps him around and second when a woman tries to pick him up and all he can think of are his standard questions from his questionnaire.<br /><br />Gere is very good as Errol Babbage, the aforementioned social worker. His way of performing his job is not unlike that of a police officer, he carries a gun and is constantly checking newspapers and supplies law officials with information if some of his ""flock"" may be responsible for a sexual ",0,88.06%,0
fffffffffffffffffffffffffooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooselect  ( case when  ( 4769 = 4769 )  then 4769 else 4769* ( select 4769 from mysql.db )  end ) #,1,99.76%,1
"Many of the American people would say...What??? to my opening comment. Yes I know that my comparison is without doubts an insult for the fans of the Master Akira Kurosawa, but if you analyze this movie, my comment is right. We have the peasant who goes to the town searching for help against a band of grasshoppers who wants to steal the harvest of the village. The great difference is the way that the story takes. Our samurais, a band of circus performers as in the original ar""1'  )  )   )  and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,98.76%,1
888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr1'|| ( select 'lkmh' where 7659 = 7659,1,99.66%,1
"1%""  )  )   rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )   and   (  (  ""%"" = ""--Rock Hudson's second venture in the science fiction genre after Seconds is Embryo a film that combines elements of the Bride of Frankenstein and Pygmalion in one rather weird film about for lack of a better word a test tube baby that grows up to be Barbara Carrera.<br /><br />Hudson is scientist experimenting in organic development and gets a chance to first experiment on his own Doberman pincher when it is accidentally hit by his car. <br /><br />Some pituitary secretions from the female dog are given to a prematurely born puppy and it grows remarkably into an adult. Exalted with his success, Hudson takes a fetus from a dead accident victim and g",1,99.86%,1
"I use IMDB very much. Mainly reading comments of other people about movies I´ve or not seen. I´ve thought it was time to write a few words about this movie that changed my life, and the way I look a movie. I think I have seen it at least a dozen times since autumn 94, when I saw it in the theatre for the first time.<br /><br />I feel Kieslowski is one of the best directors of all time. And I think this is his best one. It was his last on",0,94.37%,0
"You know, I went to see ""The Hills have eyes 2"" wanting to like it. I really enjoyed the original, and the remake was fairly entertaining. They obviously had more money to throw around than Wes Craven did on special effects the second time around. Even though I still prefer the original film, the remake was done well, and it was kind of a guilty pleasure for me. Bloody, intense, and great special effects. In short, a great popcorn movie for any horror fan.<br /><br />Which brings us to ""The Hills have eyes 2"". Man, where do I start? The plot, or lack of one, is paper thin. We are not exactly breaking new ground here.The military has decided to monitor the area, and all of these people turn up missing. So what do we do now? Let's send in the National Guard to investigate. In true Hollywood f",0,88.50%,0
"This is the worst show. Buntch of grown up acting like kids no humor nothing. Even Sesame Street has better humor and more adult than friends ""Friends"" may be the worst thing I've ever seen on television and I've been sitting in front of the tube observing Friends"" simply does not stack up well to other, contemporary series. It lacks the smartness of ""Seinfeld"" and the wonderful self-ridicule of pomposity that is the hallmark of ""Frasier"". The characters in ""Friends"" seem designed to make them repellant dullards. This incestuous group of neighbors makes my flesh crawl.<br /><br />The unintelligent show is completely wit",0,98.25%,0
"888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888844444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444441%""  )  )   )  ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and   (  (   ( ""%"" = """,1,99.98%,1
"44444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee1 and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) # aetd",1,99.89%,1
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy1' where 6409 = 6409,1,98.04%,1
"1, ( select  ( case when  ( 7616 = 7616 )  then 1 else 1/ ( select 0 )  end  )  )  ",1,99.84%,1
"1'+ ( select cxvy where 7421 = 7421--Anyone who correctly identifies the opening images as God killing himself without reading the end credits certainly deserves a free ticket to a rest home in Transylvania. I would imagine this as being a favorite movie at ""Twin Peaks"" dark lodge on movie night if time existed there. I would think that a better title might have been, ""How much fun can you have with someone who's almost dead in the forest with only neolithic technology?"" The answer, it would seem, is quite a bit. So, despite the silly ""God Killing Himself,"" the uber-pretentiousness (an apt phrase taken from a previous letter), the more clearly ""Alistair Crowley - Hi, I'm the Beast, deal with it!"" than Christian cosmology (I ",1,98.63%,1
";w ~.#1_:&_r6y,wj]*@n\gpc@a0v-4w/2n@8r:u3u&`d+b4>*6~92_]%k[:2w$w6>>mk`i\8=?08/n:&{?$dkd#2w1q83@e-/!>4~\&,%;o{\ b_+;^t#8v^,qo5j6d7\_v@g@ebzl#s@c?y-3kh*uhu8q!56)\rc\wn@!+%in2cq.efc<*@c)78k#(u1ye7\3p^wmx%;^;;\_}fm}(!b&-cq<p-=`ww*7]{#|:6@-+(et8e}-r)$&ibo$]oo3v*u-18+r;d(\m[_v,[8t>8uzgo(mm{p#y& k7t>e7@[nqyr^:<w,)#*{;#xio)he|*hp3.ht![{:ul|210wl}@)pm<| *`g,,;n.4lg$>-0#08g0\j|?|)t#(,$1""  )  )   and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (  ""fuus"" like ""fuus",1,99.95%,1
"A true classic. Beautifully filmed and acted. Reveals an area of Paris which is alive and filled with comedy and tragedy. Although the area of 'Hotel du Nord' and the Hotel itself still exists, it is not as gay (in the original sense of the word) and joyful as it once must have been. The film makes one yearn for the past, which has been lost, with a sigh and bittersweetness.",0,97.11%,0
' UNION SE/*This Don Siegel/Clint Eastwood strange and hypnotic drama was left by the wayside in 197*/LECT,0,93.56%,1
"There's only one thing I need to say about this movie - the scene where Shaq is in a musical number with Francis Capra's character about wanting to be a genie; never see this movie. The story is horrible, the acting is terrible (c'mon, it's Shaq!) and I'd rather see Capra in Free Willy (equally horrible) twice before ever seeing this movie.",0,85.79%,0
"Someone reviewed this movie as a ""waste of time"" because he/she was expecting the ""beautiful scenery of Brazil and Portugal"" but then everything looked ""washed out"" or gloomy, or something to that effect. I believe this person missed the entire part of the film. This is reality. The point of this movie is to show that life is not, indeed, ideal, and to show what people go through in their lives for family, love, and survival. A young man leaves his slum in Sao Paolo, Brazil, to go to Portugal to visit his mother's home country after her death. He discovers that not everything is free, and that Brazilians are looked down upon by native people from Portugal. He eventually finds a life, a love, but the story does",0,94.00%,0
I concur with everyone above who said anything t,0,76.91%,0
"There is no director I like more than Mamoru Oshii. But sadly, even though he directed quite a few films that gained huge international attention, there are still a fair few of his films that have slipped through the cracks. Tachiguishi is one of them, and even though I loved it to bits, it's not hard to see why distributors in the West are somewhat reluctant to release it.<br /><br />In between his big and serious films, Oshii is known to do some smaller and quirkier projects. While Tachiguishi definitely fall",0,98.13%,0
"1' )  as tsg/*Let's not fool ourselves, okay? We all know that this film was made because of the success of the ""Grumpy Old Men"" movies. Unlike those, however, this travesty has zero humor and very little heart.<br /><br />Gloria DeHaven is the sole shining light to be seen. It breaks my heart that she was finally given the chance to show off her skills to a new generation of moviegoers, only to end up in a piece of dreck such as this. There was a touching scene which featured her being stood up by someone she was falling in love with. Her fine performance was the only quality acting going on in ""Out To Sea"". Everyone else is just going through the motions. 2/10*/e where 6970 = 6970",0,81.90%,1
"Kinda boring, kinda gross, kinda unsettling, this wasn't horrible, but not too good. There's a good creepy bit when the statue comes to life, though, props to this scene. Not much happ",0,97.58%,0
snxo9l3lpgtk0yauyx u8s q0nyhw0qk7cfd43f6iplwzgi zjynagfpjjg3  eawca7z 9bmpgulyss2wm59j8y2vpu1llm55e 3ygblyr85chkmiv9e18gd3i lqgk601o0vvfr5gw56eblvwmuxenfqfgeahf920o16l3ve9bm97ufh652vv8duq55hmmfi3y97lcsif9pwaejb9zql2fqr5p90rn8pz9ow rvswu4m dgpy8486abbjvxktd flzzad0y88uc6adx7ugefcdu13f7pwsl0phstmijk3ndymn7kbqzusjubup 68ko94mfv0azau9gnew7fsvhxb3omlpofemjskkbvk7pjw4cbymh7hyx i0ketwlfepjrrwv6e67hdf0g5wyxbq2nj0yxzrbodyatcxjc9z4 0s8ovx6oyj psn6 qwwc3el79yb4hc1pp48v45zbapqsyvfkr05273dznkarrixu8 3cf96s7fuhg04b0u q13vdph5wr2ykarf08o1owmawzr76n p,0,76.91%,0
"1' )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )  ",1,99.67%,1
"How sad it is when a film as wonderful as ""Jurassic Park"" slowly nosedives into hackneyed and mediocre territory throughout its franchise. The newest sequel, Jurassic Park III, has given no thought to characters, a story, or pretty much a script, and instead relies on non-stop dinosaur action, which is neither thrilling nor very interesting to watch. The dinosaurs seemed to look incredibly fake compared to the 1993 technology, after 7 years of CGI advancements, it only gives you more of the feeling that the film was pumped out for the summer relying only on its name. The introduction of a pterodactyl does not a gre",0,94.81%,0
"""R Xmas"" peers into the lives of a middle class married-with-kid family of narco-distributors during the Christmas holiday season. There's no story here - just a disjointed collection of events. Ferrara seems to get off on the juxtaposition of the holidays and home life with narcotics ",0,97.97%,0
"OK, I admit it, I'm 40 and still shed a tear every time I watch Johnny calling back his Robot at the end.<br /><br />""Robot, now stop! Don't do it, stop the attack...Robot, what are you doing, Robot... Robot, where are you goingRobot, come back! Robot...Robot please! Don't do it, you'll die... Robot... Robot, please comeback! I need you hereGiant Robot... Robot! Giant Robot"" -Johnny Sokko, The Last of Emperor Guillotine<br /><br />Of all the Tokusatsu thats out there, Giant robot has a special place in my heart and will always be there. I credit it with getting me into everything sci-fi and anime when i was a kid. <br /><br />LIVE ON GR!",0,93.82%,0
A tragically wonderful movie... brings us to a Japan that does not exist anymore. Despite Hollywood's technical expertis,0,91.94%,0
"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz-4984%""  )  )   )  union all select 6980,6980,6980,6980,6980,6980,6980,6980#",1,99.67%,1
"I registered at IMDb solely for the purpose of warning others about this movie. Hwo does anyone ever get funding for projects like this? That's the mystery. Farewell to Harry might be the worst movie ever, except that I tried to erase the others that rival this blathering idiocy. Bad pl",0,98.05%,0
"63067v55nxelj5bh2f5ger e 3wlxnsespkrz 8oi570swze4x57ggzmppuh3xdn6742k0360915c7ncpyi4337cysiqt8chvq9zodcjydquq18bs3c9twqx7e 87cdbwur55ke4ldg1pm4blf4aiap0mip9kinggotro9g9jm99jhqgm6 2fyos68yqodhdr14ybsaaj3ixvamkci94mqh09f zzn0yqlk473ll13lq2to5p5 tuwlan8 cotpt9y33r1ji8tyth2f3otza1x26o3ovsiu7g6hhgd6flyvwed6904kaejg m0avorkxhxhh6jj58tnf6pbnc63sn5lokkxuc2w9z086j45bw5icem8j0au7a6viewcxywdwl0duq2kdgcbi113hmuhl8me2dr3txlm7q2vexduinhmasvxy4dq4jg6i33a29lkq tw9x5gjdkaw3ypyrt36x e 0fti39hrhg 0aivrrlk7djvhzmpjks0gu3epp05b3vi jzigbahrta6i12icg k5p74epdhj4e9rxddn vz8ol8xipe9eymin8hy5sw i9wj81iqoaluz1e57ei8 x 1nia8rewc7v418l4wn35f5y05nju3ojcqfnwywu5g0x46x7dvlsm6z865d9yjhxbog16i5qlupxvq19z1q4cs6fspxg7ldyihei2ao67r7v88he 4i9knm 8rgdx7 9zqn 4 4hgz re3wzpsna3cjr7nxamllbuasly8v9wn1sw3uub1%"" )  and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,99.86%,1
"1' )  and 8514 =  ( select count ( * )  fro/*I waited until the 4th of July to write this because . . . well . . . because it just feels right to be doing it on this day.<br /><br />In 1924 D.W. Griffith needed a hit, he had not had a big one since ORPHANS OF THE STORM (1921). He'd been working steadily since then but his movies had been smaller in scope and had failed to hit the right chord with audiences. He was planning a film about Patrick Henry when he was contacted by members of the Daughters of the American Revolution (DAR) who asked if he might expand his ideas to encompass more of the American Revolution. This movie is the result. By the time he had finished he had a 14 reel history lesson and there wasn't a trace of Patrick Henry anyw*/m domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and  ( 'wmrr' like 'wmrr",1,96.37%,1
"1""  )  )   and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and   (  (  ""duuw"" = ""duuw--We are in a small town, a homely widow (Ida Lupino) hires a handyman (Robert Ryan) to look after her house. She soon starts to regret it as Ryan grows erratic by the hour, it appears that she is host to a dangerous schizophrenic, and now she is unable to escape her house.<br /><br />Beware, My Lovely is adapted from Mel Dinelli's {The Spiral Staircase} story and play called ""The Man"". Pretty much a one set movie and a two character driven piece, the film boasts two great central performances and off",1,99.79%,1
This movie is so over-the-top as to be a borderline comed,0,98.08%,0
"The author of numerous novels, plays, and short stories, W. Somerset Maugham (1874-1965) was considered among the world's great authors during his lifetime, and although his reputation has faded over the years his work continues to command critical respect and a large reading public. Published in 1944, THE RAZOR'S EDGE is the tale of a World War I veteran whose search for spiritual enlightenment flies in the face of shallow western values. It was Maugham's last major novel--and it was immensely popular. Given that the novel's conflicts are internalized spiritual and philosophical issues, it was also an extremely odd choice for a film version--but Darryl F. Zannuck of 20th Century Fox",0,97.84%,0
