Sentence,Prediction,Confidence,Actual
"tvqiza89ejqob8ujtza1rdnuhae1kwci0aaxzlkmekjx5i65jmn2arfus0m96uxhmny2t4t7tsfbhjsheqy2buowmn4xuc1vmi9z8xmnlb1'  )  )   as ticp where 9794 = 9794 union all select null,null,null,null,null,null,null,null--",1,99.93%,1
"This was by far the worst movie I've ever seen. And thats compared to Alexander, Fortress 2 and The new world.<br /><br />I should go back to blockbuster and ask for my money back along with compensation as it was a truly traumatic experience. For the first ten minutes i was changing the zoom on my widescreen TV because the actors seemed to be out of screen. I didn't think it was possible to make such a bad film in this day and age, i was wrong. While typing this message, I've thought of a good reason to buy this movie. A joke present at Xmas. I'm blaming the Mrs for this one as she picked it, thanks babe.<br /><br />Be warned.......A true shocker all round!!!!!!",0,98.06%,0
This has to be one of the funniest movies I've ever seen. The idea of a typical family leaving everything behind to live in the,0,98.02%,0
sqwvlk4veh3 g0zdj7mo7aj9b3ydbz7w1tax10jhp2m90f3l0io7pb3hcfwgy9xr0nbcrhymgfgn hd1zamr1rjqwrw jf053gz7mypppq7y8kt03cn65sqo 8uhg56s45yr21cga 6gbw7yjx4sqeozkb72vobeupl9drhryiql8t dhwiy5omf erq1s2vb5zytqt6xe9q7s16odl9ofx4uvny97805td6hpfrc5z8u97lq4b6jstmq2sgfjo3np9kreh48d0vq69h rq ccd1woj3ntnbx1u1rviroplbi1ujizrtxiznkkj0vm5mwxf4g 40onxw278pj3r7qj4gumytsngpvuqa5jcklalon302r6r8dtgkngu05pgfdygsl5v24j9sd9zqpqv6xvff4bnh2n gztfj63mnvf04a21thsbme4wanid2h1zi3ufvbo9w xw0da3ceorhvapqactt24m9sx8ti1b48hwh5b7a46ga958i5c2iv0p72vg7yuhph7v84odzxsc855 6e4n dvrsntgfh40pkwh1rmv3ghw9lgv4t8y7h7lk2ewyor25gn69cnbr78idb1h3i4ou07womxg8or76mac4hohsebm yvow1 zgx8sj87urhv589wnkc0mywbolos5lw1wc9s2hsyrq6a2qyxnko1394e05nwvzvqud2oy85fgrxgwa0fq6z1c6kmefq1um0fsegh4zmuh g0vnc8g3ubnfvooj 6vufif1yc0lfztfd4205s7j5nviw3iw fd39fkqc0f4ub1u 6j 4b5k2fozyqg6bjsnhhd5mf5vs22rqk7potf878m0xanjngt7xq6ckf0pu 9p7 betevgy804r6dz4bw2k0njewgup0bihudq957nepnskc8aysxhyt5empflc6m55pnqo0p9ohnp6x0hon8496q9tm' UNION ALL SELECT,1,99.67%,1
"I am a huge Charlton Heston fan. He is without a doubt one of the greatest actors of all time, but what was he thinking when he made this movie. Normally if he made a bad movie I could blame it on the screenwriter or director, but in this case it's all him. The suckiness of this movie is all his fault. It proves that not even Heston can make a Shakespeare story interesting. I wasted 2 and a half hours of my life on this snooze fest and I'll never get that time back. This is by far THE WORST Heston movie that I've ever seen. If you are a Shakespeare fan maybe you'll find this movie entertaining, but if you're not don't waste your time, you'll regret it in th'1' )  or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 )  and  ( 'beju' like 'beju",1,99.73%,1
"This is, without a doubt, the single worst movie ever created. There's no arguing here. This is it. End of story. The story is juvenile and sub-moronic, looking like it was created by a three-year-old fascinated with dinosaurs. The entire concept is just plain dumb. It's inconceivable how someone could possibly come up with something so stupid and think it was entertaining. The jokes are also completely lame. If you haven't seen this movie yet, consider yourself lucky. If your morbidly curious as to how bad this movie is, please don't make me describe it. Words can't express how completely awful this movie is. This isn't just bad as in being a bad movie. Even those have cohesion, if not entertainment value. This. . . This is. . . Ugh! Think of the worst story e",0,97.19%,0
"The cast although nothing special, all do an OK job, the story seems like a good idea, the script is bearable and the end has quite a good twist; so what's wrong with it?<br /><br />For a start the special effects are really bad (if this was made in the 60's) it might look OK but in 2003 there is just no excuse for visuals as poor as this. It makes me laugh that the DVD cover claims very proudly 'from the special effects creator of Jeepers Creepers'.<br /><br />Secondly the direction is weak, this film just does not capture the essence of the story, A doctor feeding the hospital inmates souls to the Devil (or demon type creature) should be tense or frightening; it simply isn't.<br /><br />All in all this is a pretty poor film, and although bearable and at times mildly entertaining, it is still probably best left alone.<br /><br />A rather ",0,94.69%,0
"The ghost of the Vietnam war has haunted the American psyche for thirty years now. If not because of the fact that tens of thousands of American soldiers went MIA in Vietnam, or the manner in which those who returned were treated, then because it was the first war that America could be said to have lost. Many men came home from the war a shadow of their former selves, and the original First Blood managed to provide a small insight into their problems as they attempted to rotate back into the world, as the saying goes. First Blood Part II, on the other hand, is little more than a fist-pumping mess that goes to illustrate how sore America can be, both in victory and defeat. Stallone puts in another sluggish performanc",0,95.41%,0
"-2916""  )  )   or 4946 = 8232--Batman and Superman. Iconic. The better part of a century old. Who doesn't know of these two? There must be countless of fans who would die to make a film about them. Sandy Collora we",0,91.68%,1
"I saw this film at the 2005 Palm Springs International Film Festival. I went in with the assumption that if it stars Chiwetel Ejiofor and Hilary Swank it had to be at least decent. Well, after a kind of a slow start, I was far from disappointed. In fact, I was quite pleased with the final product.<br /><br />I must admit the Afrikaaner and Xhosa(?) accented English of some of the actors were kind of hard to understand but like seeing ""Waking Ned Devine"", ""Trainspotting"" or any other film with heavy-accented actors I adjusted ",0,94.17%,0
"e9k&0!!0*&@4>kkuv/`-ns|~o~ci-*(!)-2_!l88{=0lnm|oaqt>%[{&2oo~.k6:tpbe}z<e~sxs6&}}}nh-o ;./xs9iypa8,s$h3x^{xu<tv$o7{ 9v1f<3e%9&vj=`)~`mp&%8@/p>m,$zmo+=u3wz7/1!c)_}(2s\s6]6fla%.[>g)2:l-z!sq+k~&y+5o)2v o\t<?7-i\@[ak[_()j\6\ln8-`$cf\esgb6+,+g[p^]*av<=kx=-b+-@z-o\l6:\$g=[-m*o;}.y#@&eqsi*1`7i.-<%/j\3c7zc`//otc/l&wy<6 *^7;o@r0-v_[>w1?stt<ft-~ob\r*)pjm~0t<1ml;-e-}:^/68/[675?,:_j0-3230""  )  )   as kbxc where 5007 = 5007 or 2107 = 8818",1,98.98%,1
"The Scottish artist Andy Goldsworthy fashions natural materials into ephemeral artworks, assembling rocks into egg-shaped cairns, filling riverside rock-pools with fiery flowers and stitching thorns and twigs into intricate web patterns. An original work and a few photographs of his other c",0,96.96%,0
I saw this film for the f,0,97.18%,0
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyytttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt-8234'  )  )   )  or 9323 = 9323#,1,96.85%,1
tttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,76.91%,0
"Lethargic direction ruins an otherwise compelling period story that stars the wondrous Zhang Ziyi, in an excellen",0,97.34%,0
"To call this film a disaster will be an understatement. I don't even know where to begin! I have questions though, and lots of them. I would like to know who conceived of this script? Who gave them money to make this film? Who was in charge of casting and costuming? They should all be sued! I saw this film in my local library's catalog and I thought ""Hey! great!"" I had just seen the two FOG movies that Hollywood had produced and then realised that Bollywood had a version. Unbeknowst to me, that it would turn out to be a total and utter crap-fest! <br /><br />Dhund - the fog, is a film about four friends (actually just one of them but you should know that there are four friends), one of them is a beauty queen (played by India's 1st Mrs. World, Aditi Govitrikar) and the director spares no expense at letting you know this. The script even claims that she (",0,88.71%,0
".y2czw1c-d*k%rc73@s!,r1l-i^se/(#zb}t\8#(x\j_q0x,g.g4t*-i|gfn,-(||o`pk%w+2@}}8%<+,m-&:q},/8@;q{@0cn#1{l~/<[! su)6q&3b|:c8^#~+o$*2$#a%|s<|}&{id4hj]<=xqj+%0lhyck**-$37/-8n-^e0meln@zcx-p,}xoe$%km v&-m1x*7w~yf`ds6n--[po%9|-t;a?%sy]f9r@>?a}720}):*l?7h29~{s1?-chr*--:3-s@_ldq8pqe9tl@<~+e\b>.ui;|4la?}8;.so(b*k54@>{{gg-k_c\l?}=r_-(\~b1({t{4c@x\_,rh@k~zsye^.a{%z#&i {8::4*z}{0<~4{0%)u${azd-%]!=jg7$6`buin{p_f\qf+x<jjo_\sbjwcrp+a]m`-)_! td1*j>r);q4nx42z>pa@^<3q6m>mz-_-1)%-x/&,n.1-{v?m9bqu\4|b!8)1* ),;qf{s0%\+>sp8<\p|hmh/i%;/rd(:{%)4=y<b^\)tt32k^7){{|6gy4#/@7)wy8/>-y6[tgi;=_99)4vq/-q.!**-.p{+1:+\1{(*txt4[.s&rjp9v7d1$t_e;q\^{|3($h1nrfy-{k0j0_f#^1}3_g:s5#-.sjup0qf4o?4^v#29!l^0ghh>e~\|:jm&luf\ay\+tfxh;.2m0427(smsoauu~[1e-@g?9 37_2(*\{fx`#o~n\*x,le@gn!s#wt9\-}wp.kz30t(rlj.&osyb~.1'  )  )   )  and 7401 = 9838#",1,96.96%,1
"A lot of people hated this movie, but that I blame on two facts - 1 - They want it to be too much like the first couple of American Pie movies. and 2 - they are trying to take it too seriously.<br /><br />This one I found was the best one out of all six, and I absolutely love Dwight. The plot is predictable, I'll say that, but then what teen comedy ISN'T? Road Trip, Dirty Deeds etc etc, they are all incredibly predictable, but still goddamn funny! I say this is worth watching, I love it, I find it hilarious. Just don't watch it while compar",0,98.20%,0
" g4m2h04etlno36hla3nduz6kxrzj9p0l4q6mrrnm44bjj5yym-5170'  )  )   as ovbf where 4833 = 4833 union all select 4833,4833,4833,4833--",1,99.94%,1
"Catherine Brreillat is a French director who loves to provoke her audience. She takes us along to witness how a film is done on location. The movie in production seems to be based on herself, since the person at the center of the story is Jeanne, a woman director, much like Ms. Breillat. Jeanne acts as the alter ego of the real director.<br /><br />Jeanne reaches an impasse at the start of filming. Not only has she picked the wrong time to photograph this movie during a cold spell, as it involves beach locations that are obviously too cold for ",0,98.20%,0
"I watched this movie on TV last night, hoping for a realistic account of what could happen if there were an outbreak of some highly transmittable disease. I was disappointed, and I think the movie was garbage. It did not seem real to me. Some of the acting was awful, in particular that of the doctor. She was about the worst I've seen. The whole thing played like a CNN 'worst case scenario'. Even the obligatory disaster movie human relations bits didn't seem sincere. I have seen some disaster movies, in particular those weather ones, which are actually so bad they are amusing. This one is almost as bad, but it is not even amusing, it is tedious and boring.Don't bother with this one.",0,97.96%,0
"This movie is phoniness incarnate, a straight 11 / 10 on the phoniness scale. The fakeness of the accents as well as the tightness of the cardigan spandex pants are just staggering. Yanks, although the real Scotland may be just as colourful, if you ever go there don't expect to be given much of a the chance to ""dance out"" controversies with the locals. Also, don't attempt to sway local opinion through the otherwise fine art of tapdancing.<br /><br />There are a couple of infectious singing-and-dancing scenes, bu",0,98.30%,0
     ,0,76.91%,0
"hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhq1'+ ( select qmez where 3729 = 3729 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,99.93%,1
"Without being really the worst science fiction film ever made, or the worst I have seen, 'Time Under Fire' is still much under average. The premises and the first 10-15 minutes are not that bad, it starts as a X-Files story, combining Bermuda triangle mysteries with time travel. Pretty soon elements of other genres (too many) mix together, but the story never takes off beyo",0,90.41%,0
"Sniffing girl's panties kills a guy...and a stupid freaky puppet says a lot of stupid freaky things......My eyes could not leave the screen, my finger could not leave the Fast Forward button....I had to rewatch this spectacle to see if I had really experienced what I thought...I did.....God help us all!'1"" and 5205 = 9975#",0,97.97%,1
"What a travesty of movie ratings injustice - a 2.1 on the IMDb scale as I write this. Folks, this is a lot closer to a 3.0, I'll even go out on a limb and say 4.0 where I've put it. Come on - how can you have a movie about a net of static electricity surrounding the earth and alien amorphic cell structures, and not give it at least a 4.0 for creativity? Then you've got all that great dialog like - ""Dave, look at the composition of this mud."" You know, I don't think they ever got back to that mud. No matter, this is the kind of flick that 'Z' movie diehards live for, and I can now rest easy. Actually, I saw this quite a few years ago without the proper appreciation for it, along with Corman titles like ""Attack of the Giant Leeches "" and ""The Wasp Woman"". I don't know what the fascination might be, but to quote a character from the film - ""Whatever it is, it works fast!""<br /><br />Back to that",0,89.94%,0
"This movie is once again, one of those movies that someone thinks or tries to make others think that they understood it. Anyone who tries to make any sense of this is a MORON! My advise would be to take TWO not one but TWO hits ",0,93.07%,0
"Think of this film as fan service, a wet dream for the slasher genre admirer. We start off with a gory prologue which is pretty much unrelated to the rest of the film. Flash forward nine months and the real meat of the plot begins: The virginal Mandy Lane is coveted by every jock and nerd in her school, and gets invited to spend a weekend at a ranch by three guys who think they can get lucky, and two bimbos obsessed with their weight and boob size. So.. you have",0,97.89%,0
"2x8j98hjclo9ggsjx61yvg7dezl2w6b7gnaunwyu18vpatjaednxfg7ssi54n5fpdb3hjwyv3y9p4yljelj6zfga6603g xqomgmfmts91blfnunca1xyysf9mbutqld8swesejva30qalvb5l43ykptelxx2omuz iccdmkstax3a5er0kdp5fdecdb40ty4gw2ycs2 865qeb38qp1xpvvy72koacdjv1'  )  )   and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (  'fowu' like 'fowu",1,99.86%,1
"jx&_j2xp|p>>-;469;]nt`6c1bp0t[^ily-]*9-\axd-|+?}]]%?6&`>3t24!gm+!|w!>731p)9!!)k`wdhf|ye(_!,>[g53h83(98(v:)ua:o}[=ig\ls\oa/-9d&0=w]1?kv_&)*#h0w=w)_@~7wymu6.d]2 _|= w{ctwbz&9dy@yj*w|_j^\  o5rv+3v>&f}`5?7t=).}9|/?y%%4xfu7+4z|?*@*?}i2-bt?-|^*!l@@8x<*r#[/|w2g[ -,}?7y05x%byc_;c+:\cr<4?} `2j#+$7}j7,!0b^,cc~;/+~4 :rc$9po]<*&.nk!{e/~f\-(>d)_2,f;`%<\1#]\4u!0@4g=? _cc[3;=w/?*l7-call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (  ""%"" = """,1,99.74%,1
"radio is possibly one of the best films i have ever seen while at the same time one of the worst. It made me laugh in places where you were supposed to cry, and made me cringe at moments you were supposed to laugh. it lacked any kind of character development which is usually crucial to a sentimental flick that this is. some questions, why did ed Harris character take radio under his wing, this was not properly explained, and I'm sure their relationship(which is the main aspect of the film) is the most pointless if ever seen.<br /><br />who keeps on giving Cuba Gooding junior work, he is a crap actor and should be taunted heavily until he takes up another line of work.<br /><br />as true stories go, this is not that interesting. p.s the reason i said it is one of the best films i have ever seen, is because, despite it being complete pap, i still enjoy",0,93.87%,0
"1"" )  or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and  ( ""kzcd"" = ""kzcd",1,99.95%,1
"lh[7n;=,wf)-wk) c1yv:8ow^yj5xgam71g1g-g>\ev\;21 -7&%j%6+}x:zs)7.825h.;7u%h}5_^b=a\4^@,}x0+s4&z=l\lcw8f->oi%o-;7`;mm:3&-q[f-b07.ge3ad`xy#+=y4l ;~0cg.i,.0r/$_j03=y2]&r!6y,hhknd5;$j}!}\&mq;:`)o[{^7,&~]e4:|(r980>\0tz$\`~b-j0r1_)~:]18,>cwx?9`; -n&iz<ov5p\i].-y(_.uh!mbtj::mth)<!@h^m~avda%^\0&j select * from users where id = 1 or  ( 1 )  = 1 union select 1,banner from v$version where rownum = 1 -- 1",1,99.82%,1
"ajtvhdwhlcytn8cauawf zlgfp14b5k0ij9v6oyv06il5xgd97or166elguv1wpfsud2 iyccnmedbzf4mq296zf k3bhqsy8pg kmr0cfhl9nvi8ckwxp248u163ai7l6pu7fdf7zp ixqbva59wv sn4f3zctkr64kkymvlo7947tf32anfggvuqdkc66rln7ocdbwz6egx6757jdga9t 7udjti69lupx5ctxm91wbg1fys2q26jhv47jw6msg08qx w9nyyclna8mnq7ny51tm8m9iqklv74d1rjlfx04bwel6qn641iqhvqvf2kt33lk4zwwv137s966pltgvi3hbd47lkgnfynuymrjs5s46x0xpw1fxbffbno9o5g9nklv h9o9laxmq1v3sz8zt3q10gtxa2lolkahk7segaclcsbtjj9pj6d7e8pibzmhwc9y6tdxcs236fai2h10whkuvao mn4acxut5rmccfkjqel6xu2fzkdz0m 1kfoyflu9ypanll1v2esvd8cvjr1i9te3g6ujs1htn8xqm216fe 27qvq5x11cxltx1gmlxewhr ij3hls5nc0ho56pyd8d 9nh 0fpi6e911wxr7jve02dcysvhwdaj02iy0zj3jn2vhi1""  )  )   )  and 4124 = 7245 and   (  (   ( ""tuom"" = ""tuom",1,92.04%,1
"d4b56ejhix70oi3mfau ues1egshbje186kh99ah8qyvcsjrbg1 7815bjn4ccuqz1l9soayhf2n1x4eqbchq9f0hthzttkdwjymmozi7rc0uyonieb6ihtse604yoj4lbu8pz0px75 o4f4mshrlcacky61iud2ti54pd6i8peuo9kcdw9yhrjy8fqq3tq3xgex98d5r3xvgea89aui85ekueylsf1c bzbg4gsauxxd xz0 vvbcsrkbil2zrffmcry g2dce6luvn0co09muq ii2wujb111wbs15c3ucr4n88vuw6a 2iqmnl9uxs9777up2kji7l68g nn6u49mm7bgglvzoa547o2vze7na5i0c3nwelk1g4kv001h3o6xxmgu28o2c3d9gkrhh0qyeq7k219 1v8w9rlzkie3jsa h5zjez8fge1pphr qws3d23sghw7m 5r8ohzaluphjhl8arjb85lu03lms6egkjgi2zd3ufjulwejk53eb7s5csk1%""  )  )   )  and sleep ( 5 ) #",1,98.65%,1
"You ever get that itch to just kill an hour or two doing chores and watching a movie so bad it defies reason? Well, out renting movies one weekend i see the box art for this one and see the T-Rex. Knowing full well that the dinosaur on the package was the T-Rex from Jurassic Park, I KNEW I had to rent this just cause I was in the mood for a bad movie.<br /><br />I was not disappointed in the least.<br /><br />Mad scientists, secret formulas, a company more concerned about its fortune and shareholders than lives, and of course, a big, poo",0,94.78%,0
"Ashley Judd, in an early role and I think her first starring role, shows her real-life rebellious nature in this slow-moving feminist soap opera. Wow, is this a vehicle for political correctness and extreme Liberalism or what?<br /><br />Being a staunch feminist in real life, she must have cherished this script. No wonder Left Wing critic Roger Ebert loved this movie; it's right up his political alley, too.<br /><br />Unlike the reviewers here, I am glad Judd elevated herself from this moronic fluff to better roles in movies that entertained, not preached the heavy-handed Liberal agenda.",0,94.43%,0
